customer_id,age,gender,household_size,annual_income,cleaning_frequency,willingness_to_adopt_robotics,preferred_features,customer_satisfaction
1284,22,Male,1,144820,Twice a week,Low,Allergen Filtration,3.7
1285,54,Female,1,39005,Weekly,High,Noise Levels,5.0
1286,69,Male,4,122561,Daily,Medium,Pet Hair Removal,3.4
1287,39,Male,1,28000,Daily,Medium,App Connectivity,3.6
1288,22,Female,1,28000,Weekly,Medium,Noise Levels,5.0
1289,24,Male,1,28000,Every few days,High,Self-charging,3.8
1290,22,Male,2,150000,Weekly,Medium,Noise Levels,3.6
1291,22,Female,3,150000,Daily,High,Voice Control,4.1
1292,35,Male,3,102185,Daily,High,Self-charging,5.0
1293,22,Female,1,150000,Every few days,Medium,Voice Control,4.5
1294,22,Female,1,150000,Every few days,Medium,Smart Home Integration,5.0
1295,29,Female,2,46003,Daily,Low,Allergen Filtration,3.4
1296,22,Male,1,130329,Daily,Medium,Voice Control,5.0
1297,29,Female,1,28000,Twice a week,Low,App Connectivity,4.7
1298,37,Female,1,150000,Twice a week,Medium,Self-charging,3.8
1299,22,Female,1,28000,Daily,Medium,UV-C Sterilization,5.0
1300,22,Female,1,133265,Weekly,High,Mapping & Navigation,3.0
1301,40,Male,1,28000,Every few days,Medium,Self-charging,3.4
1302,22,Male,1,28000,Every few days,Low,Allergen Filtration,3.1
1303,53,Female,3,78344,Daily,High,Voice Control,5.0
1304,70,Female,3,28000,Daily,High,Mapping & Navigation,3.8
1305,70,Female,1,150000,Twice a week,High,Mapping & Navigation,3.4
1306,25,Female,1,36915,Weekly,Medium,App Connectivity,5.0
1307,67,Female,1,88846,Daily,Low,Allergen Filtration,3.7
1308,31,Female,1,123385,Daily,Medium,Allergen Filtration,2.2
1309,28,Male,1,49584,Weekly,High,App Connectivity,4.8
1310,25,Female,1,65629,Weekly,Low,App Connectivity,5.0
1311,27,Female,1,81968,Every few days,Medium,Voice Control,2.2
1312,31,Male,1,28000,Weekly,Low,Auto Scheduling,2.9
1313,64,Female,5,46577,Weekly,Low,Smart Home Integration,3.9
1314,59,Female,2,66536,Daily,Low,Automatic Software Update,4.1
1315,37,Female,1,50346,Weekly,High,UV-C Sterilization,5.0
1316,70,Female,1,106927,Daily,High,Self-charging,3.0
1317,22,Female,3,120188,Daily,Medium,Automatic Software Update,2.2
1318,28,Female,1,28000,Weekly,High,App Connectivity,2.9
1319,22,Female,1,110309,Weekly,Medium,Noise Levels,2.2
1320,25,Female,5,63515,Weekly,Low,Self-charging,2.5
1321,38,Male,3,28000,Twice a week,High,App Connectivity,3.4
1322,22,Female,1,68215,Weekly,Low,Self-charging,4.5
1323,22,Female,1,36449,Weekly,High,Smart Home Integration,2.8
1324,33,Male,1,37337,Daily,High,UV-C Sterilization,3.0
1325,22,Female,5,28000,Daily,High,Voice Control,4.6
1326,70,Male,1,77594,Every few days,High,Self-charging,4.8
1327,22,Female,1,67063,Weekly,Medium,Automatic Software Update,3.2
1328,22,Male,2,38976,Every few days,Low,Self-charging,2.5
1329,51,Male,1,28000,Every few days,Low,Smart Home Integration,2.6
1330,32,Female,5,28000,Daily,Low,Noise Levels,2.2
1331,22,Female,3,28000,Daily,High,Allergen Filtration,2.2
1332,54,Female,1,28000,Every few days,Medium,Mapping & Navigation,4.4
1333,25,Female,1,28000,Twice a week,High,Automatic Software Update,5.0
1334,25,Female,1,28000,Daily,Low,Auto Scheduling,4.9
1335,30,Male,1,136044,Daily,Medium,Smart Home Integration,4.2
1336,22,Female,4,124721,Weekly,Low,Auto Scheduling,2.9
1337,70,Female,1,28000,Daily,Low,Auto Scheduling,4.3
1338,25,Female,4,28000,Every few days,Medium,Noise Levels,2.8
1339,34,Female,1,28000,Twice a week,High,App Connectivity,2.2
1340,34,Male,1,28000,Daily,Low,Automatic Software Update,4.2
1341,49,Male,1,53353,Weekly,High,Allergen Filtration,4.5
1342,59,Male,5,58549,Daily,High,Mapping & Navigation,2.4
1343,28,Female,1,66590,Daily,Medium,Automatic Software Update,4.6
1344,22,Male,1,28000,Weekly,Low,UV-C Sterilization,5.0
1345,70,Female,1,28000,Every few days,High,Smart Home Integration,4.4
1346,47,Male,1,144324,Twice a week,Low,Self-charging,4.6
1347,22,Female,2,126742,Weekly,Medium,Mapping & Navigation,4.3
1348,29,Female,1,86664,Every few days,Medium,App Connectivity,5.0
1349,22,Male,1,28000,Every few days,Low,Voice Control,5.0
1350,64,Male,1,41412,Weekly,Low,App Connectivity,3.6
1351,26,Female,5,66132,Every few days,High,Noise Levels,4.0
1352,31,Female,2,34845,Weekly,Medium,Allergen Filtration,5.0
1353,22,Male,1,28000,Weekly,High,Self-charging,2.8
1354,22,Female,4,58545,Every few days,High,UV-C Sterilization,3.8
1355,37,Male,1,140488,Every few days,Medium,Voice Control,4.6
1356,62,Female,2,150000,Daily,Medium,Automatic Software Update,3.3
1357,64,Female,1,32442,Weekly,High,Self-charging,4.4
1358,29,Female,4,28000,Twice a week,Medium,App Connectivity,2.9
1359,22,Female,1,150000,Daily,Medium,Noise Levels,3.7
1360,59,Female,1,41472,Weekly,Low,Self-charging,3.4
1361,31,Male,1,98184,Every few days,Medium,App Connectivity,4.4
1362,31,Female,2,28000,Every few days,Medium,Voice Control,4.1
1363,22,Female,5,28000,Weekly,Low,Noise Levels,3.0
1364,22,Male,3,127444,Every few days,Medium,Smart Home Integration,5.0
1365,40,Female,1,28000,Weekly,Low,Mapping & Navigation,3.8
1366,22,Female,1,84490,Daily,High,Allergen Filtration,3.0
1367,34,Female,2,105447,Weekly,Medium,Mapping & Navigation,4.3
1368,49,Female,4,28000,Every few days,Medium,App Connectivity,2.8
1369,22,Female,5,28000,Every few days,High,Noise Levels,3.5
1370,36,Female,3,110970,Weekly,High,Voice Control,3.4
1371,22,Male,1,58845,Twice a week,Low,Self-charging,3.8
1372,51,Female,1,69965,Every few days,Medium,UV-C Sterilization,3.2
1373,22,Female,4,28000,Weekly,High,UV-C Sterilization,3.3
1374,22,Female,2,28000,Weekly,Medium,Auto Scheduling,3.1
1375,23,Male,1,63273,Twice a week,Medium,App Connectivity,5.0
1376,39,Male,1,28000,Every few days,High,Auto Scheduling,2.2
1377,27,Male,1,150000,Twice a week,Medium,App Connectivity,4.1
1378,44,Female,1,28000,Twice a week,High,Pet Hair Removal,4.6
1379,22,Female,1,44286,Twice a week,Low,Mapping & Navigation,3.3
1380,44,Female,1,54905,Weekly,Low,Smart Home Integration,3.4
1381,35,Female,1,28000,Weekly,High,Automatic Software Update,2.6
1382,24,Female,3,28000,Weekly,High,Automatic Software Update,3.5
1383,39,Female,1,49889,Twice a week,Medium,Self-charging,3.2
1384,22,Female,1,66640,Twice a week,High,Noise Levels,3.4
1385,65,Male,1,110910,Every few days,Low,App Connectivity,3.5
1386,43,Male,1,133175,Weekly,High,Self-charging,2.4
1387,65,Male,4,28000,Every few days,Medium,Pet Hair Removal,3.1
1388,70,Male,1,32774,Every few days,Medium,Auto Scheduling,3.9
1389,42,Male,1,28000,Weekly,Low,Mapping & Navigation,4.1
1390,65,Male,1,74972,Daily,Medium,Voice Control,4.1
1391,41,Male,3,120821,Daily,Medium,Noise Levels,2.9
1392,22,Female,1,83582,Daily,Low,Allergen Filtration,3.9
1393,22,Male,1,28000,Daily,High,Noise Levels,4.6
1394,22,Female,4,150000,Weekly,Low,App Connectivity,4.4
1395,22,Female,1,28000,Weekly,Low,Allergen Filtration,4.0
1396,65,Female,4,150000,Twice a week,Medium,Voice Control,3.9
1397,22,Male,1,150000,Weekly,Low,App Connectivity,2.2
1398,22,Female,4,108640,Daily,High,Allergen Filtration,4.3
1399,47,Female,1,28000,Weekly,High,Voice Control,5.0
1400,70,Male,1,81589,Weekly,Low,Mapping & Navigation,2.2
1401,22,Male,1,150000,Every few days,High,Mapping & Navigation,2.8
1402,22,Female,3,141027,Twice a week,Medium,Self-charging,4.4
1403,55,Female,3,28000,Weekly,High,Smart Home Integration,3.5
1404,45,Female,1,28000,Daily,Medium,Voice Control,4.0
1405,64,Male,1,28000,Weekly,Low,Self-charging,3.9
1406,44,Male,1,58218,Twice a week,Medium,Voice Control,3.2
1407,50,Male,1,84019,Daily,Low,Voice Control,4.6
1408,57,Male,4,98484,Every few days,High,UV-C Sterilization,4.9
1409,32,Male,1,28000,Daily,Medium,Noise Levels,3.8
1410,48,Female,2,127394,Twice a week,High,Voice Control,4.4
1411,62,Female,1,105527,Weekly,High,Voice Control,3.4
1412,22,Female,1,28000,Weekly,Low,Self-charging,5.0
1413,66,Male,1,28000,Twice a week,Medium,Pet Hair Removal,4.0
1414,47,Female,3,34590,Weekly,High,Pet Hair Removal,4.4
1415,39,Male,1,28000,Weekly,Medium,Automatic Software Update,2.8
1416,22,Female,1,28000,Daily,Medium,UV-C Sterilization,3.1
1417,22,Female,3,28000,Twice a week,Medium,Voice Control,3.2
1418,51,Female,2,28000,Weekly,High,Mapping & Navigation,4.3
1419,56,Male,2,28000,Twice a week,Medium,Allergen Filtration,3.6
1420,24,Female,1,100339,Twice a week,Low,Automatic Software Update,4.9
1421,22,Female,1,28000,Daily,Low,App Connectivity,5.0
1422,57,Male,3,75558,Every few days,High,Self-charging,3.4
1423,36,Male,1,28000,Twice a week,Low,Voice Control,3.9
1424,22,Female,2,64212,Weekly,High,Automatic Software Update,2.2
1425,22,Male,1,70164,Weekly,Medium,Self-charging,5.0
1426,22,Female,1,113223,Every few days,Low,Voice Control,4.8
1427,66,Female,1,67363,Weekly,High,Self-charging,3.1
1428,52,Male,1,137388,Every few days,High,Self-charging,4.0
1429,22,Male,1,28000,Every few days,High,UV-C Sterilization,3.3
1430,55,Female,1,28000,Every few days,Low,Self-charging,4.5
1431,22,Female,1,28000,Weekly,High,Pet Hair Removal,4.7
1432,22,Female,1,150000,Daily,Low,Mapping & Navigation,5.0
1433,22,Male,1,39268,Every few days,Low,Automatic Software Update,3.5
1434,52,Female,5,28000,Every few days,Medium,Self-charging,3.3
1435,22,Female,1,108300,Weekly,Medium,Allergen Filtration,3.6
1436,22,Female,1,28000,Weekly,High,Noise Levels,3.8
1437,36,Female,5,81538,Weekly,Medium,App Connectivity,4.0
1438,58,Female,1,28000,Every few days,Medium,Mapping & Navigation,3.5
1439,27,Female,5,70341,Daily,Low,Pet Hair Removal,3.2
1440,51,Male,1,47451,Every few days,Medium,Self-charging,5.0
1441,39,Female,3,28000,Twice a week,High,App Connectivity,3.5
1442,22,Male,1,148706,Weekly,Medium,Allergen Filtration,4.6
1443,70,Male,5,28000,Every few days,High,Automatic Software Update,2.9
1444,22,Female,1,28000,Weekly,Low,Smart Home Integration,4.3
1445,66,Male,1,89318,Weekly,High,Smart Home Integration,5.0
1446,22,Male,1,111394,Daily,Low,Allergen Filtration,5.0
1447,22,Male,3,28000,Every few days,High,Pet Hair Removal,3.9
1448,52,Female,3,28000,Weekly,High,Noise Levels,3.5
1449,22,Female,1,50913,Twice a week,High,Mapping & Navigation,3.5
1450,22,Male,1,88983,Daily,High,Allergen Filtration,2.7
1451,22,Female,1,28000,Twice a week,High,Voice Control,4.0
1452,22,Female,1,28000,Weekly,Medium,Self-charging,3.6
1453,25,Male,4,28000,Every few days,Medium,UV-C Sterilization,4.8
1454,24,Male,1,28000,Daily,Medium,Automatic Software Update,5.0
1455,26,Male,2,28000,Daily,High,Allergen Filtration,3.3
1456,22,Female,1,54772,Weekly,High,App Connectivity,5.0
1457,41,Female,1,28734,Every few days,Low,Pet Hair Removal,3.2
1458,66,Female,1,141086,Every few days,Low,Mapping & Navigation,3.0
1459,39,Male,1,83363,Twice a week,High,Allergen Filtration,3.7
1460,25,Male,2,31387,Every few days,High,Automatic Software Update,3.9
1461,70,Female,1,130851,Weekly,Medium,App Connectivity,4.6
1462,30,Male,1,28000,Weekly,High,Noise Levels,4.1
1463,27,Male,1,80076,Twice a week,Low,Allergen Filtration,3.8
1464,65,Female,2,86964,Twice a week,Medium,UV-C Sterilization,3.8
1465,22,Female,1,28000,Every few days,High,Pet Hair Removal,4.4
1466,30,Female,1,28000,Twice a week,Low,Noise Levels,4.6
1467,63,Male,1,28000,Twice a week,High,Smart Home Integration,2.3
1468,70,Female,1,58873,Twice a week,Medium,Mapping & Navigation,4.2
1469,29,Male,5,126869,Twice a week,Low,Voice Control,3.4
1470,35,Female,2,28000,Every few days,High,Noise Levels,3.6
1471,22,Male,2,150000,Daily,Medium,Allergen Filtration,2.2
1472,54,Male,1,49393,Twice a week,Low,Pet Hair Removal,4.7
1473,70,Female,1,32137,Twice a week,Medium,App Connectivity,3.1
1474,48,Female,2,137837,Every few days,Medium,Noise Levels,5.0
1475,36,Female,1,64922,Weekly,High,Automatic Software Update,4.2
1476,22,Female,1,100826,Weekly,Low,Automatic Software Update,2.8
1477,66,Female,1,28000,Weekly,Medium,Auto Scheduling,5.0
1478,22,Female,2,28000,Weekly,High,Smart Home Integration,4.8
1479,40,Female,1,56650,Every few days,High,UV-C Sterilization,2.8
1480,22,Male,2,28000,Every few days,High,App Connectivity,4.8
1481,22,Female,5,43108,Twice a week,High,Noise Levels,3.2
1482,56,Female,3,28000,Weekly,Medium,Voice Control,5.0
1483,34,Male,1,39388,Every few days,High,Allergen Filtration,4.4
1484,22,Female,1,150000,Daily,High,Voice Control,4.2
1485,25,Male,1,55693,Daily,Medium,App Connectivity,5.0
1486,22,Male,1,28000,Weekly,Low,Auto Scheduling,3.6
1487,54,Female,2,33385,Daily,Medium,Auto Scheduling,4.9
1488,57,Male,1,28000,Daily,High,Self-charging,4.9
1489,70,Female,5,88466,Weekly,Low,Self-charging,3.9
1490,70,Male,1,28000,Weekly,Medium,Automatic Software Update,2.2
1491,45,Male,1,36281,Twice a week,Medium,Smart Home Integration,3.8
1492,27,Male,2,49144,Daily,Low,Pet Hair Removal,2.7
1493,25,Female,1,133265,Daily,High,App Connectivity,4.1
1494,26,Male,1,28000,Weekly,Medium,Allergen Filtration,4.6
1495,42,Male,1,144005,Every few days,Medium,Pet Hair Removal,3.6
1496,64,Female,1,28000,Every few days,Low,Pet Hair Removal,5.0
1497,22,Male,1,28000,Twice a week,Low,Automatic Software Update,3.4
1498,47,Female,1,28000,Daily,Low,Mapping & Navigation,5.0
1499,45,Female,1,44269,Daily,High,Mapping & Navigation,2.8
1500,22,Female,2,74310,Every few days,Medium,App Connectivity,4.9
1501,27,Female,3,36341,Every few days,High,Allergen Filtration,3.4
1502,62,Male,4,36002,Every few days,Medium,Auto Scheduling,2.2
1503,70,Female,1,28000,Twice a week,Low,Voice Control,4.0
1504,42,Female,1,103262,Weekly,Medium,Auto Scheduling,3.0
1505,65,Female,5,37458,Weekly,Low,Auto Scheduling,2.5
1506,22,Female,1,138422,Every few days,Low,Pet Hair Removal,4.3
1507,48,Female,4,28000,Daily,Medium,Allergen Filtration,5.0
1508,28,Female,2,55373,Every few days,Low,Pet Hair Removal,3.6
1509,38,Female,1,28000,Twice a week,High,Voice Control,4.7
1510,22,Female,1,67325,Weekly,Medium,Pet Hair Removal,3.6
1511,22,Male,1,104425,Weekly,Low,Automatic Software Update,2.9
1512,32,Female,1,28147,Every few days,Low,Mapping & Navigation,3.8
1513,42,Female,1,85487,Weekly,Medium,Automatic Software Update,5.0
1514,27,Male,1,28000,Daily,Low,Pet Hair Removal,3.6
1515,43,Female,1,28000,Weekly,Medium,Noise Levels,3.4
1516,41,Male,1,28000,Twice a week,High,Allergen Filtration,4.2
1517,41,Male,1,128262,Twice a week,Low,UV-C Sterilization,3.6
1518,26,Male,3,68893,Every few days,Low,Noise Levels,2.2
1519,28,Female,1,28000,Daily,Medium,Smart Home Integration,3.1
1520,30,Female,1,99391,Daily,Medium,App Connectivity,5.0
1521,70,Male,3,28000,Weekly,High,Smart Home Integration,3.1
1522,35,Male,3,43284,Every few days,Low,Pet Hair Removal,4.1
1523,22,Female,1,43791,Every few days,High,App Connectivity,4.8
1524,22,Male,1,44678,Twice a week,Low,Allergen Filtration,4.0
1525,36,Female,1,76744,Every few days,Low,Mapping & Navigation,3.5
1526,22,Female,2,28000,Weekly,High,Pet Hair Removal,4.2
1527,70,Male,3,28000,Daily,Low,Noise Levels,2.7
1528,37,Female,1,57872,Weekly,Medium,Mapping & Navigation,5.0
1529,22,Female,1,91991,Daily,Medium,Noise Levels,4.0
1530,32,Female,1,28000,Daily,Low,Pet Hair Removal,3.4
1531,22,Female,1,150000,Every few days,High,App Connectivity,5.0
1532,22,Female,4,28000,Daily,Low,Self-charging,3.8
1533,22,Female,1,57743,Daily,High,Pet Hair Removal,4.4
1534,31,Female,1,28000,Daily,High,Noise Levels,3.4
1535,42,Female,4,104509,Daily,Medium,Smart Home Integration,3.3
1536,22,Male,4,40030,Twice a week,High,Allergen Filtration,4.6
1537,25,Female,5,128745,Twice a week,Medium,Noise Levels,4.7
1538,59,Male,1,28000,Daily,Low,Voice Control,3.3
1539,22,Male,1,28000,Every few days,Medium,Noise Levels,2.6
1540,22,Female,1,39239,Weekly,High,Noise Levels,2.8
1541,46,Male,3,28000,Every few days,Medium,Smart Home Integration,4.5
1542,41,Female,3,78277,Weekly,Low,UV-C Sterilization,3.9
1543,64,Female,1,73576,Daily,Low,Voice Control,3.9
1544,22,Female,1,47556,Daily,Medium,Auto Scheduling,2.5
1545,70,Female,3,150000,Weekly,Medium,Allergen Filtration,4.4
1546,22,Female,5,146885,Weekly,Medium,Automatic Software Update,4.0
1547,22,Female,1,57057,Weekly,High,Self-charging,5.0
1548,31,Female,1,116829,Weekly,High,Smart Home Integration,5.0
1549,37,Male,1,28000,Weekly,High,Noise Levels,3.2
1550,39,Male,3,100681,Every few days,Low,Automatic Software Update,2.6
1551,35,Male,1,28000,Weekly,High,Self-charging,5.0
1552,32,Male,3,59328,Daily,Medium,Mapping & Navigation,2.6
1553,44,Male,1,28000,Weekly,High,Self-charging,4.0
1554,22,Female,1,28000,Weekly,High,Voice Control,4.3
1555,30,Female,1,28000,Daily,Medium,Pet Hair Removal,3.5
1556,41,Female,3,31375,Every few days,Low,UV-C Sterilization,3.5
1557,22,Female,2,70829,Weekly,High,Smart Home Integration,4.0
1558,22,Male,1,137729,Daily,High,Noise Levels,4.7
1559,40,Male,1,28000,Twice a week,High,Automatic Software Update,5.0
1560,27,Male,1,45742,Every few days,Medium,App Connectivity,3.4
1561,29,Male,1,109750,Daily,Medium,Mapping & Navigation,4.3
1562,60,Male,3,101965,Every few days,Medium,Automatic Software Update,4.7
1563,31,Female,1,114567,Daily,Medium,Self-charging,4.1
1564,61,Female,3,108586,Twice a week,Medium,Self-charging,4.5
1565,26,Male,1,101463,Daily,Low,Noise Levels,5.0
1566,38,Female,1,30977,Weekly,Low,Noise Levels,3.9
1567,22,Female,2,133274,Every few days,High,Self-charging,4.8
1568,70,Female,3,102078,Daily,High,Self-charging,5.0
1569,22,Female,1,89405,Every few days,Medium,Automatic Software Update,4.4
1570,49,Female,1,28000,Twice a week,High,App Connectivity,4.5
1571,51,Female,1,134170,Weekly,High,Voice Control,5.0
1572,22,Female,1,100425,Weekly,High,Smart Home Integration,4.7
1573,22,Male,1,46311,Every few days,High,Automatic Software Update,2.6
1574,34,Female,2,28000,Every few days,High,Allergen Filtration,4.1
1575,42,Male,1,79224,Every few days,Medium,Auto Scheduling,4.3
1576,34,Female,1,37916,Weekly,High,Self-charging,2.2
1577,22,Female,1,53818,Daily,High,Smart Home Integration,2.8
1578,25,Male,5,150000,Weekly,Low,Noise Levels,3.4
1579,47,Male,2,28000,Weekly,Low,Noise Levels,4.1
1580,22,Female,2,28000,Every few days,Medium,Auto Scheduling,4.8
1581,22,Male,1,150000,Every few days,Low,UV-C Sterilization,4.5
1582,22,Male,1,28000,Weekly,High,Allergen Filtration,4.1
1583,22,Female,1,31551,Twice a week,Medium,Mapping & Navigation,5.0
1584,22,Male,1,28000,Weekly,High,UV-C Sterilization,4.4
1585,40,Female,1,121769,Every few days,Low,Automatic Software Update,4.6
1586,70,Female,3,28000,Daily,Medium,App Connectivity,3.0
1587,22,Female,1,49891,Weekly,Low,Smart Home Integration,3.4
1588,51,Male,5,102672,Weekly,Medium,Self-charging,2.2
1589,22,Female,1,124801,Daily,Low,Mapping & Navigation,4.8
1590,50,Male,1,72302,Daily,Medium,Allergen Filtration,2.7
1591,36,Male,5,47643,Daily,Medium,Auto Scheduling,3.6
1592,44,Female,4,28000,Every few days,Low,Allergen Filtration,3.8
1593,70,Female,4,28000,Every few days,Low,Voice Control,2.2
1594,47,Female,5,137436,Weekly,Medium,Pet Hair Removal,2.2
1595,55,Female,1,91860,Twice a week,Low,Mapping & Navigation,2.6
1596,70,Female,2,123675,Weekly,Medium,Auto Scheduling,4.4
1597,22,Female,1,63241,Twice a week,High,Mapping & Navigation,4.0
1598,48,Female,1,63625,Twice a week,High,App Connectivity,3.2
1599,65,Male,3,28000,Every few days,Medium,Self-charging,4.5
1600,22,Male,1,101838,Weekly,Medium,Mapping & Navigation,4.0
1601,45,Female,1,28000,Twice a week,Low,Smart Home Integration,3.3
1602,41,Female,1,30169,Weekly,Low,Smart Home Integration,3.7
1603,22,Female,1,137366,Weekly,Medium,Smart Home Integration,5.0
1604,34,Female,3,29995,Weekly,Low,Noise Levels,3.8
1605,25,Female,1,97963,Daily,Medium,UV-C Sterilization,4.8
1606,64,Male,1,28000,Every few days,Medium,Voice Control,3.5
1607,47,Male,1,87378,Every few days,Low,Pet Hair Removal,2.2
1608,33,Female,1,53443,Daily,Medium,UV-C Sterilization,3.1
1609,22,Male,1,73150,Daily,Medium,Self-charging,3.2
1610,50,Male,1,45701,Every few days,Medium,Automatic Software Update,5.0
1611,31,Female,1,77311,Every few days,High,App Connectivity,3.3
1612,24,Female,4,28000,Weekly,Low,App Connectivity,4.3
1613,22,Male,1,62293,Every few days,Medium,Mapping & Navigation,2.9
1614,56,Female,1,115289,Weekly,High,Voice Control,3.3
1615,36,Female,1,108739,Weekly,High,Automatic Software Update,4.3
1616,22,Female,2,67031,Every few days,High,Pet Hair Removal,2.9
1617,22,Female,1,44731,Every few days,Medium,Self-charging,3.4
1618,70,Female,1,40698,Every few days,High,UV-C Sterilization,3.3
1619,27,Male,1,28000,Every few days,Low,Voice Control,5.0
1620,22,Male,1,97584,Daily,High,Noise Levels,3.1
1621,35,Female,2,28000,Every few days,Low,Automatic Software Update,4.4
1622,44,Male,1,28000,Every few days,High,Allergen Filtration,4.1
1623,26,Female,1,28000,Weekly,Low,Automatic Software Update,3.3
1624,35,Female,1,57285,Weekly,Medium,Automatic Software Update,4.9
1625,34,Female,1,88369,Twice a week,Medium,Smart Home Integration,4.2
1626,67,Female,1,95107,Daily,Medium,App Connectivity,3.8
1627,22,Female,1,128791,Weekly,High,Auto Scheduling,4.1
1628,23,Female,1,30254,Daily,Medium,Allergen Filtration,3.4
1629,27,Female,1,28000,Daily,Low,Automatic Software Update,4.5
1630,22,Female,1,28000,Every few days,High,Voice Control,3.4
1631,38,Male,3,28000,Twice a week,Low,UV-C Sterilization,3.6
1632,27,Male,1,68783,Weekly,Low,App Connectivity,4.8
1633,22,Male,1,121249,Every few days,High,Voice Control,4.7
1634,53,Female,1,28000,Daily,High,Mapping & Navigation,5.0
1635,22,Female,3,28000,Weekly,Medium,Auto Scheduling,3.8
1636,44,Female,1,28000,Every few days,Low,Auto Scheduling,3.6
1637,24,Male,1,144931,Daily,High,Automatic Software Update,3.9
1638,22,Female,1,28000,Every few days,Medium,Allergen Filtration,3.3
1639,22,Male,2,28000,Every few days,High,Automatic Software Update,3.4
1640,22,Female,1,86996,Daily,Medium,Mapping & Navigation,5.0
1641,22,Female,1,28000,Twice a week,Low,UV-C Sterilization,2.5
1642,52,Female,1,56070,Weekly,Low,Voice Control,2.6
1643,46,Female,1,50561,Every few days,High,Mapping & Navigation,4.9
1644,65,Male,1,28000,Every few days,High,Auto Scheduling,2.3
1645,49,Male,3,33600,Weekly,Medium,App Connectivity,4.2
1646,61,Female,3,28000,Twice a week,High,Allergen Filtration,3.0
1647,55,Male,2,28000,Twice a week,High,UV-C Sterilization,2.6
1648,22,Male,1,108257,Weekly,Low,Mapping & Navigation,5.0
1649,22,Female,1,83311,Weekly,High,Auto Scheduling,4.0
1650,22,Male,1,100278,Twice a week,Low,Noise Levels,5.0
1651,57,Female,1,65324,Every few days,Medium,Voice Control,2.6
1652,51,Female,1,64094,Weekly,High,Auto Scheduling,5.0
1653,22,Female,1,119042,Weekly,High,Allergen Filtration,5.0
1654,44,Male,2,28000,Every few days,Low,Automatic Software Update,3.7
1655,26,Male,1,28000,Every few days,Low,Allergen Filtration,2.5
1656,35,Female,1,33133,Weekly,High,Pet Hair Removal,4.0
1657,68,Female,1,28000,Every few days,Low,Allergen Filtration,3.1
1658,47,Male,2,28000,Every few days,High,Mapping & Navigation,4.1
1659,22,Female,1,32546,Weekly,Low,Self-charging,3.6
1660,64,Male,1,28000,Weekly,Medium,Noise Levels,3.8
1661,36,Male,1,28000,Daily,Low,Mapping & Navigation,5.0
1662,22,Female,1,74457,Daily,Low,Automatic Software Update,2.2
1663,70,Female,1,28000,Twice a week,High,Pet Hair Removal,5.0
1664,45,Female,1,140194,Weekly,High,Automatic Software Update,3.9
1665,57,Female,1,28000,Twice a week,High,Voice Control,3.9
1666,34,Male,1,28000,Twice a week,Low,Mapping & Navigation,3.8
1667,62,Female,2,140870,Daily,Medium,Auto Scheduling,4.6
1668,32,Female,1,147267,Weekly,High,Auto Scheduling,4.0
1669,36,Male,1,104833,Daily,High,Mapping & Navigation,2.5
1670,57,Female,1,28000,Weekly,High,Automatic Software Update,4.6
1671,55,Male,1,60314,Weekly,Low,Mapping & Navigation,5.0
1672,22,Female,1,48035,Twice a week,Low,Auto Scheduling,3.3
1673,25,Male,1,150000,Daily,High,Self-charging,4.0
1674,36,Female,2,28000,Every few days,Medium,Smart Home Integration,2.5
1675,28,Female,1,28000,Weekly,High,Allergen Filtration,3.1
1676,70,Female,2,28000,Weekly,High,Automatic Software Update,3.2
1677,56,Female,2,66670,Daily,Medium,Allergen Filtration,3.0
1678,29,Female,3,53793,Twice a week,Low,Automatic Software Update,3.9
1679,22,Female,1,47218,Daily,Low,Allergen Filtration,3.4
1680,22,Male,1,28000,Weekly,High,UV-C Sterilization,3.2
1681,56,Male,1,127696,Twice a week,High,Voice Control,4.1
1682,60,Female,1,114358,Every few days,Medium,App Connectivity,3.5
1683,22,Male,1,129885,Weekly,High,Voice Control,3.6
1684,64,Female,1,51906,Every few days,Medium,UV-C Sterilization,3.8
1685,44,Male,5,60631,Every few days,High,Voice Control,4.1
1686,23,Female,3,46954,Daily,High,Self-charging,3.5
1687,26,Female,2,68597,Every few days,High,Automatic Software Update,3.0
1688,34,Female,2,30482,Weekly,High,App Connectivity,2.2
1689,40,Female,1,107261,Every few days,Low,Allergen Filtration,4.4
1690,61,Female,1,28000,Daily,Medium,Mapping & Navigation,5.0
1691,70,Female,2,84247,Weekly,Low,UV-C Sterilization,2.9
1692,22,Male,1,28000,Daily,Low,Allergen Filtration,2.8
1693,22,Female,1,28000,Weekly,High,Allergen Filtration,3.8
1694,22,Female,1,104515,Every few days,Medium,Self-charging,2.2
1695,34,Male,5,28000,Daily,High,Automatic Software Update,2.2
1696,22,Female,3,105532,Weekly,Medium,Automatic Software Update,2.8
1697,22,Female,1,50876,Weekly,Medium,Voice Control,4.4
1698,29,Female,1,150000,Twice a week,Medium,Self-charging,4.1
1699,22,Female,1,84798,Daily,Medium,App Connectivity,5.0
1700,22,Female,3,28000,Weekly,Low,Automatic Software Update,2.7
1701,32,Male,1,81021,Weekly,Low,Automatic Software Update,3.1
1702,43,Female,1,85437,Weekly,High,Mapping & Navigation,2.9
1703,41,Female,1,70717,Twice a week,Medium,App Connectivity,4.0
1704,22,Male,1,99116,Daily,Medium,UV-C Sterilization,3.1
