household_id,surface_type,room_size,dirtiness_level,cleaning_time,cleaning_efficiency,date_time
3929,Wood,20,4,30,0.71,2023-07-23 00:12:05
3930,Carpet,21,4,27,0.98,2023-07-24 11:15:00
3931,Tile,21,5,32,0.67,2023-07-20 14:38:28
3932,Wood,32,2,16,1.14,2023-07-22 04:29:27
3933,Tile,32,1,17,1.53,2023-07-22 19:57:21
3934,Wood,22,4,30,0.72,2023-07-22 02:43:40
3935,Carpet,27,2,20,1.24,2023-07-20 10:05:01
3936,Wood,21,2,26,0.75,2023-07-22 04:05:18
3937,Wood,22,4,28,0.69,2023-07-20 10:22:28
3938,Tile,23,4,29,0.74,2023-07-22 09:21:15
3939,Wood,28,5,32,0.79,2023-07-24 10:30:18
3940,Tile,20,4,31,0.68,2023-07-23 14:11:20
3941,Wood,21,5,32,0.68,2023-07-24 00:31:11
3942,Carpet,25,5,31,0.74,2023-07-22 05:17:12
3943,Tile,37,2,20,1.57,2023-07-22 23:47:00
3944,Wood,20,4,30,0.67,2023-07-20 14:58:19
3945,Carpet,26,4,22,1.03,2023-07-23 14:44:51
3946,Tile,20,2,24,0.77,2023-07-20 23:51:38
3947,Tile,29,3,20,1.09,2023-07-22 05:58:55
3948,Tile,31,1,18,1.5,2023-07-22 18:49:49
3949,Wood,35,1,18,1.47,2023-07-21 01:25:45
3950,Tile,26,1,15,1.55,2023-07-21 05:17:12
3951,Tile,21,2,24,0.94,2023-07-24 11:15:00
3952,Carpet,32,4,26,1.23,2023-07-22 02:18:11
3953,Wood,22,3,31,0.85,2023-07-20 20:18:07
3954,Tile,31,3,19,1.36,2023-07-24 10:12:36
3955,Carpet,29,3,18,1.31,2023-07-20 10:07:50
3956,Tile,30,1,16,1.57,2023-07-22 10:30:41
3957,Wood,20,3,32,0.67,2023-07-20 11:01:33
3958,Concrete,30,2,16,1.3,2023-07-20 10:34:16
3959,Tile,28,3,24,1.12,2023-07-20 15:12:36
3960,Carpet,39,2,15,1.56,2023-07-22 08:27:34
3961,Tile,22,3,26,1.04,2023-07-21 14:10:42
3962,Concrete,22,4,19,1.05,2023-07-24 09:15:40
3963,Wood,26,2,25,1.31,2023-07-21 17:59:59
3964,Tile,40,1,15,1.59,2023-07-23 17:18:45
3965,Carpet,31,4,19,1.04,2023-07-20 18:04:44
3966,Tile,26,3,21,0.93,2023-07-20 18:46:40
3967,Carpet,26,5,30,1.02,2023-07-22 07:19:16
3968,Tile,33,2,15,1.45,2023-07-23 16:08:12
3969,Carpet,28,3,22,1.39,2023-07-22 03:58:39
3970,Carpet,24,5,30,0.84,2023-07-24 07:24:33
3971,Concrete,40,4,16,1.58,2023-07-24 03:23:59
3972,Concrete,21,4,30,1.09,2023-07-22 12:38:42
3973,Wood,22,4,23,0.79,2023-07-23 20:18:48
3974,Concrete,28,4,22,0.96,2023-07-20 10:54:56
3975,Tile,25,3,24,0.95,2023-07-21 16:53:33
3976,Tile,32,4,23,1.44,2023-07-22 20:21:08
3977,Carpet,28,5,22,0.9,2023-07-21 20:38:25
3978,Tile,21,5,32,0.77,2023-07-23 03:57:18
3979,Tile,21,4,29,0.92,2023-07-23 11:57:22
3980,Wood,20,4,28,0.73,2023-07-24 04:23:47
3981,Concrete,21,5,31,0.75,2023-07-21 19:45:46
3982,Carpet,40,5,28,0.93,2023-07-20 13:48:08
3983,Wood,35,4,25,1.23,2023-07-23 14:18:25
3984,Carpet,33,4,17,1.34,2023-07-24 10:04:08
3985,Tile,24,3,22,1.07,2023-07-23 03:24:13
3986,Tile,21,4,29,0.81,2023-07-20 15:14:24
3987,Carpet,26,3,23,0.8,2023-07-20 09:52:23
3988,Wood,31,5,29,0.74,2023-07-22 16:54:50
3989,Concrete,25,4,26,0.74,2023-07-20 16:24:53
3990,Tile,25,2,19,1.34,2023-07-22 15:45:15
3991,Tile,26,3,28,0.77,2023-07-20 10:13:52
3992,Tile,20,1,28,1.13,2023-07-21 09:05:08
3993,Concrete,21,4,29,0.85,2023-07-22 13:46:57
3994,Concrete,21,5,32,1.26,2023-07-23 01:35:14
3995,Tile,21,4,28,1.12,2023-07-24 05:46:06
3996,Concrete,40,5,25,1.45,2023-07-21 00:41:59
3997,Carpet,23,2,17,1.09,2023-07-21 08:44:44
3998,Tile,28,1,18,1.47,2023-07-21 04:16:51
3999,Tile,21,3,30,0.82,2023-07-21 15:21:07
4000,Wood,26,2,19,0.78,2023-07-21 18:59:29
4001,Carpet,36,4,17,1.47,2023-07-22 06:42:44
4002,Wood,24,2,24,1.01,2023-07-21 17:25:05
4003,Tile,34,3,18,1.03,2023-07-22 06:18:12
4004,Wood,32,1,16,1.45,2023-07-21 23:38:34
4005,Wood,33,3,22,0.75,2023-07-20 23:27:01
4006,Carpet,22,4,31,1.27,2023-07-22 23:40:22
4007,Tile,30,4,27,0.98,2023-07-21 10:40:48
4008,Carpet,35,4,25,1.54,2023-07-23 16:47:39
4009,Tile,23,3,29,0.88,2023-07-22 09:51:56
4010,Wood,35,4,18,1.38,2023-07-24 06:45:24
4011,Carpet,34,2,17,1.36,2023-07-21 01:02:22
4012,Tile,29,5,30,1.27,2023-07-24 03:52:22
4013,Carpet,26,5,27,1.15,2023-07-24 10:29:23
4014,Tile,39,3,21,1.14,2023-07-20 15:23:02
4015,Wood,21,4,29,0.68,2023-07-23 08:18:23
4016,Carpet,30,1,20,1.6,2023-07-24 05:08:10
4017,Wood,31,3,22,1.14,2023-07-23 15:53:45
4018,Tile,20,2,29,0.7,2023-07-20 10:04:02
4019,Wood,25,2,24,1.22,2023-07-23 20:12:16
4020,Concrete,39,3,17,1.58,2023-07-23 09:43:55
4021,Concrete,35,4,24,1.46,2023-07-21 16:28:35
4022,Tile,24,2,22,1.11,2023-07-21 21:11:33
4023,Tile,34,3,25,1.16,2023-07-20 22:36:51
4024,Wood,28,2,24,0.97,2023-07-21 01:30:51
4025,Tile,22,4,31,1.04,2023-07-22 10:14:05
4026,Tile,20,4,29,0.73,2023-07-23 18:36:51
4027,Wood,25,2,25,1.29,2023-07-21 23:04:05
4028,Concrete,29,5,25,1.03,2023-07-20 19:10:26
4029,Tile,40,2,15,1.58,2023-07-21 22:38:09
4030,Wood,36,3,21,1.34,2023-07-23 20:23:21
4031,Concrete,31,4,27,1.35,2023-07-20 15:54:34
4032,Wood,40,1,15,1.58,2023-07-21 02:42:46
4033,Carpet,21,4,27,0.92,2023-07-22 04:04:07
4034,Wood,27,2,16,1.48,2023-07-24 11:15:00
4035,Tile,40,2,17,1.57,2023-07-22 01:38:27
4036,Tile,29,3,22,1.15,2023-07-21 18:45:30
4037,Tile,29,4,21,0.82,2023-07-20 09:55:09
4038,Wood,20,5,32,0.67,2023-07-21 23:55:03
4039,Tile,31,4,27,1.13,2023-07-20 20:27:21
4040,Concrete,24,5,29,0.74,2023-07-23 19:47:25
4041,Wood,20,4,30,0.73,2023-07-21 17:56:16
4042,Concrete,20,2,26,1.19,2023-07-24 04:09:58
4043,Carpet,24,4,24,1.06,2023-07-23 03:38:26
4044,Carpet,27,2,16,1.43,2023-07-22 00:45:07
4045,Carpet,23,2,21,0.99,2023-07-21 12:40:41
4046,Tile,33,2,17,1.5,2023-07-24 11:15:00
4047,Wood,21,1,23,1.29,2023-07-23 14:45:17
4048,Tile,22,3,27,0.73,2023-07-20 20:21:35
4049,Wood,23,4,29,0.79,2023-07-24 03:00:29
4050,Wood,26,3,28,0.94,2023-07-20 21:50:15
4051,Wood,32,5,27,1.04,2023-07-23 08:33:08
4052,Tile,23,2,22,1.11,2023-07-22 18:29:56
4053,Wood,23,2,19,0.91,2023-07-20 17:13:30
4054,Tile,24,1,18,0.94,2023-07-21 09:13:54
4055,Carpet,20,4,29,0.95,2023-07-24 01:07:31
4056,Carpet,20,2,30,0.81,2023-07-20 10:29:31
4057,Tile,32,4,28,0.85,2023-07-21 02:12:19
4058,Tile,21,5,30,0.7,2023-07-22 22:55:14
4059,Wood,23,5,31,0.7,2023-07-22 16:35:11
4060,Carpet,28,5,24,0.93,2023-07-20 14:27:58
4061,Wood,29,2,17,1.14,2023-07-21 07:31:41
4062,Wood,25,3,22,0.96,2023-07-24 10:17:38
4063,Wood,21,2,29,0.76,2023-07-20 11:50:05
4064,Tile,21,4,31,0.74,2023-07-24 02:19:51
4065,Tile,20,3,31,0.89,2023-07-21 06:23:20
4066,Carpet,26,5,28,0.82,2023-07-22 05:11:10
4067,Wood,37,1,16,1.45,2023-07-20 16:38:26
4068,Tile,26,5,28,0.77,2023-07-21 04:30:34
4069,Tile,20,4,31,0.76,2023-07-24 11:15:00
4070,Wood,20,4,30,0.68,2023-07-21 22:02:52
4071,Wood,21,1,18,0.96,2023-07-22 12:08:39
4072,Wood,30,1,16,1.43,2023-07-22 21:03:18
4073,Concrete,26,4,26,1.12,2023-07-23 08:40:09
4074,Concrete,29,3,19,1.33,2023-07-20 13:41:51
4075,Carpet,21,2,21,0.99,2023-07-22 23:50:28
4076,Concrete,28,3,21,0.98,2023-07-21 06:57:44
4077,Wood,25,1,25,0.91,2023-07-20 16:45:53
4078,Tile,30,4,21,1.0,2023-07-23 05:40:53
4079,Carpet,20,4,32,0.68,2023-07-22 09:27:45
4080,Carpet,23,5,25,0.77,2023-07-22 16:18:22
4081,Tile,21,1,31,0.86,2023-07-20 13:32:32
4082,Carpet,36,4,21,1.44,2023-07-22 18:54:16
4083,Carpet,22,5,29,0.69,2023-07-21 02:14:05
4084,Wood,22,4,21,0.85,2023-07-24 04:12:36
4085,Wood,23,1,22,1.21,2023-07-23 09:05:45
4086,Tile,25,2,17,1.13,2023-07-22 18:15:21
4087,Tile,24,4,22,0.85,2023-07-21 01:29:49
4088,Carpet,21,2,25,1.06,2023-07-21 20:08:49
4089,Tile,33,5,21,1.29,2023-07-24 11:15:00
4090,Wood,21,2,28,1.03,2023-07-22 18:53:28
4091,Tile,23,4,28,0.74,2023-07-21 03:59:36
4092,Wood,40,3,17,1.39,2023-07-23 08:53:07
4093,Wood,28,2,24,1.24,2023-07-22 02:51:31
4094,Tile,24,5,29,0.79,2023-07-24 10:05:25
4095,Carpet,22,5,25,0.88,2023-07-23 15:18:32
4096,Tile,33,4,18,1.32,2023-07-24 05:05:33
4097,Carpet,23,4,20,0.73,2023-07-20 10:18:14
4098,Carpet,22,2,25,0.97,2023-07-22 18:33:24
4099,Tile,34,4,22,1.2,2023-07-21 00:02:17
4100,Concrete,28,3,18,1.16,2023-07-22 16:38:38
4101,Tile,30,4,23,1.14,2023-07-24 04:20:52
4102,Concrete,32,4,26,1.52,2023-07-23 11:02:49
4103,Concrete,37,5,31,1.14,2023-07-23 13:49:43
4104,Carpet,20,5,30,0.79,2023-07-24 11:07:48
4105,Wood,24,4,27,0.77,2023-07-22 09:52:44
4106,Carpet,32,5,23,1.28,2023-07-22 13:44:38
4107,Wood,40,4,16,1.57,2023-07-23 06:56:32
4108,Carpet,20,2,26,0.92,2023-07-22 16:38:15
4109,Tile,24,5,27,0.77,2023-07-22 22:13:34
4110,Wood,30,3,18,1.33,2023-07-24 05:17:10
4111,Tile,20,4,30,0.71,2023-07-21 07:54:51
4112,Tile,29,5,25,1.02,2023-07-22 21:14:09
4113,Carpet,20,2,28,1.16,2023-07-23 21:25:15
4114,Tile,32,5,29,0.81,2023-07-23 12:38:39
4115,Carpet,38,5,22,0.98,2023-07-23 18:59:25
4116,Wood,23,5,31,0.68,2023-07-21 18:51:21
4117,Wood,36,2,19,1.52,2023-07-22 05:15:24
4118,Wood,20,4,32,0.67,2023-07-22 17:41:26
4119,Tile,39,4,18,1.38,2023-07-21 15:23:41
4120,Tile,39,5,24,0.86,2023-07-20 09:55:06
4121,Concrete,21,2,27,1.14,2023-07-20 14:33:15
4122,Carpet,40,2,16,1.58,2023-07-23 05:02:06
4123,Wood,20,2,32,0.68,2023-07-20 16:53:48
4124,Carpet,26,4,27,1.26,2023-07-23 09:08:22
4125,Carpet,30,3,17,1.17,2023-07-22 05:50:21
4126,Tile,23,2,27,1.02,2023-07-20 20:38:12
4127,Wood,30,3,21,1.18,2023-07-22 15:29:07
4128,Carpet,40,2,16,1.6,2023-07-20 21:40:10
4129,Wood,20,5,31,0.67,2023-07-24 09:01:11
4130,Concrete,30,5,25,1.04,2023-07-20 12:36:15
4131,Wood,23,4,30,0.87,2023-07-23 06:03:38
4132,Tile,35,1,17,1.51,2023-07-22 12:43:17
4133,Concrete,40,5,18,1.25,2023-07-21 02:16:15
4134,Tile,22,4,25,1.0,2023-07-23 02:30:50
4135,Tile,33,3,18,1.16,2023-07-21 06:41:46
4136,Concrete,35,4,22,1.33,2023-07-23 06:59:03
4137,Wood,21,4,28,0.69,2023-07-20 16:18:12
4138,Tile,20,3,31,0.81,2023-07-22 00:04:42
4139,Tile,27,1,16,1.54,2023-07-20 23:11:12
4140,Wood,35,4,25,0.87,2023-07-20 16:58:41
4141,Wood,23,2,26,1.16,2023-07-21 09:05:57
4142,Wood,26,1,16,1.49,2023-07-21 15:58:45
4143,Carpet,40,3,18,1.56,2023-07-21 02:43:25
4144,Tile,36,4,17,1.5,2023-07-24 11:15:00
4145,Carpet,20,1,26,1.19,2023-07-24 10:42:02
4146,Wood,40,3,16,1.2,2023-07-20 20:33:30
4147,Tile,21,5,31,0.69,2023-07-22 08:49:03
4148,Carpet,23,3,22,1.43,2023-07-23 17:52:08
4149,Tile,22,1,21,1.28,2023-07-22 14:41:19
4150,Wood,20,3,30,0.68,2023-07-20 12:50:18
4151,Carpet,24,5,32,0.68,2023-07-20 16:24:06
4152,Wood,37,2,18,1.37,2023-07-23 21:27:32
4153,Concrete,22,4,20,0.87,2023-07-21 01:35:15
4154,Tile,24,4,23,0.98,2023-07-24 11:15:00
4155,Tile,37,5,26,0.83,2023-07-22 16:48:00
4156,Carpet,31,3,20,1.31,2023-07-22 10:56:30
4157,Tile,20,2,28,0.84,2023-07-21 02:09:11
4158,Wood,25,4,22,0.93,2023-07-23 09:44:16
4159,Carpet,20,3,32,0.68,2023-07-20 11:20:04
4160,Concrete,30,1,17,1.54,2023-07-22 20:54:19
4161,Tile,27,2,20,1.22,2023-07-20 14:14:30
4162,Tile,24,2,22,1.16,2023-07-22 05:22:11
4163,Wood,31,2,26,1.53,2023-07-22 08:16:02
4164,Carpet,28,3,17,1.43,2023-07-24 08:03:15
4165,Carpet,33,3,18,1.55,2023-07-24 11:15:00
4166,Carpet,20,2,22,0.84,2023-07-22 17:03:52
4167,Carpet,25,5,30,0.7,2023-07-21 17:13:29
4168,Tile,23,4,28,0.95,2023-07-22 10:37:09
4169,Carpet,40,3,16,1.57,2023-07-22 17:20:41
4170,Wood,24,3,23,0.79,2023-07-20 11:26:33
4171,Tile,24,5,32,0.91,2023-07-22 07:00:49
4172,Wood,24,3,29,0.77,2023-07-20 13:48:45
4173,Wood,32,1,17,1.54,2023-07-21 23:01:02
4174,Tile,20,4,29,0.68,2023-07-20 11:13:54
4175,Tile,20,5,32,0.67,2023-07-23 01:39:07
4176,Tile,28,4,21,0.92,2023-07-20 10:30:05
4177,Wood,29,2,16,1.24,2023-07-23 09:24:11
4178,Wood,20,3,31,0.7,2023-07-23 11:13:20
4179,Tile,30,1,19,1.58,2023-07-23 06:23:48
4180,Carpet,38,3,19,1.42,2023-07-22 07:32:13
4181,Concrete,39,2,15,1.57,2023-07-23 18:00:16
4182,Carpet,21,2,18,0.86,2023-07-20 18:40:05
4183,Tile,25,5,28,0.85,2023-07-24 01:36:30
4184,Carpet,40,3,16,1.6,2023-07-21 09:15:50
4185,Tile,27,5,28,0.8,2023-07-21 20:04:58
4186,Carpet,40,4,17,1.49,2023-07-23 13:44:11
4187,Tile,25,1,17,1.59,2023-07-23 05:32:21
4188,Wood,20,3,28,0.72,2023-07-21 00:27:02
4189,Tile,20,3,31,0.76,2023-07-22 16:30:10
4190,Concrete,34,2,19,1.48,2023-07-23 20:02:49
4191,Tile,20,5,32,0.68,2023-07-21 09:34:28
4192,Carpet,40,4,16,1.58,2023-07-24 01:52:17
4193,Carpet,34,2,21,1.51,2023-07-22 03:59:00
4194,Tile,28,5,25,0.96,2023-07-22 17:54:49
4195,Wood,20,1,22,1.03,2023-07-24 02:11:26
4196,Carpet,20,4,30,0.69,2023-07-21 02:23:32
4197,Tile,20,1,31,1.04,2023-07-21 13:57:15
4198,Carpet,20,4,32,0.73,2023-07-21 00:20:55
4199,Tile,30,2,16,1.24,2023-07-21 06:03:23
4200,Wood,23,4,31,0.78,2023-07-23 20:53:47
4201,Tile,40,3,18,1.57,2023-07-23 10:30:58
4202,Tile,34,4,18,0.91,2023-07-21 16:29:20
4203,Carpet,38,2,16,1.47,2023-07-20 19:21:46
4204,Carpet,21,3,25,0.84,2023-07-20 14:59:29
4205,Carpet,34,4,19,1.07,2023-07-22 16:07:32
4206,Tile,23,4,29,0.98,2023-07-21 14:23:59
4207,Tile,24,5,31,0.73,2023-07-21 01:47:39
4208,Carpet,26,2,20,1.45,2023-07-22 06:38:46
4209,Wood,23,3,29,0.82,2023-07-23 03:26:34
4210,Tile,24,2,19,1.47,2023-07-24 05:19:13
4211,Wood,40,3,15,1.34,2023-07-21 05:52:14
4212,Wood,24,4,28,0.85,2023-07-23 21:46:13
4213,Wood,22,4,31,0.76,2023-07-24 09:21:51
4214,Tile,32,3,23,1.22,2023-07-23 01:57:32
4215,Carpet,37,4,27,1.4,2023-07-20 17:00:27
4216,Wood,26,2,27,0.87,2023-07-20 18:41:11
4217,Concrete,22,4,23,0.83,2023-07-20 18:47:12
4218,Wood,20,3,32,0.69,2023-07-20 16:53:55
4219,Carpet,38,5,22,1.31,2023-07-22 08:23:32
4220,Wood,31,3,19,0.77,2023-07-20 14:29:18
4221,Wood,26,2,19,1.06,2023-07-23 18:35:21
4222,Carpet,30,4,26,0.87,2023-07-20 18:07:23
4223,Carpet,21,3,24,0.95,2023-07-23 14:43:18
4224,Carpet,23,5,27,0.89,2023-07-23 04:12:02
4225,Tile,37,4,19,1.18,2023-07-21 22:50:58
4226,Tile,20,4,30,0.72,2023-07-21 10:54:10
4227,Wood,25,2,26,1.01,2023-07-23 20:34:43
4228,Wood,23,4,30,0.74,2023-07-20 22:48:18
4229,Concrete,20,4,31,0.74,2023-07-22 06:46:09
4230,Tile,21,3,29,0.78,2023-07-23 11:59:53
4231,Carpet,22,5,27,0.73,2023-07-23 11:05:15
4232,Concrete,30,5,26,1.25,2023-07-23 10:30:52
4233,Wood,25,3,25,1.37,2023-07-23 15:45:52
4234,Wood,24,2,22,0.91,2023-07-20 20:32:11
4235,Tile,23,5,31,0.69,2023-07-21 04:53:29
4236,Carpet,35,3,15,1.52,2023-07-20 21:14:32
4237,Wood,24,1,23,1.11,2023-07-21 18:38:36
4238,Wood,23,1,22,1.42,2023-07-21 17:17:14
4239,Carpet,34,5,30,0.85,2023-07-21 19:02:04
4240,Concrete,20,4,30,1.3,2023-07-24 03:10:43
4241,Tile,33,4,21,1.05,2023-07-22 03:42:30
4242,Tile,31,1,17,1.52,2023-07-23 17:16:18
4243,Tile,26,4,26,1.04,2023-07-23 22:46:21
4244,Carpet,36,3,23,1.35,2023-07-20 15:47:53
4245,Wood,22,2,28,0.9,2023-07-21 05:22:07
4246,Carpet,22,5,31,0.74,2023-07-23 15:11:50
4247,Carpet,24,1,16,1.46,2023-07-21 10:07:19
4248,Wood,20,2,31,0.73,2023-07-21 20:19:48
4249,Wood,36,3,25,1.52,2023-07-24 09:24:48
4250,Tile,21,1,19,0.94,2023-07-21 04:23:40
4251,Carpet,31,5,20,1.35,2023-07-24 09:52:15
4252,Tile,28,2,17,0.91,2023-07-20 09:32:09
4253,Tile,20,3,28,1.03,2023-07-21 16:03:44
4254,Wood,36,2,16,1.4,2023-07-21 04:59:16
4255,Wood,32,2,19,1.22,2023-07-21 01:13:02
4256,Concrete,39,5,22,1.1,2023-07-22 18:22:47
4257,Wood,30,3,31,0.75,2023-07-20 14:46:51
4258,Carpet,29,5,30,1.33,2023-07-23 21:15:49
4259,Tile,22,2,25,1.05,2023-07-23 22:24:49
4260,Concrete,28,5,30,1.11,2023-07-21 10:49:25
4261,Tile,40,2,16,1.48,2023-07-22 03:47:09
4262,Tile,40,4,18,1.55,2023-07-24 03:57:43
4263,Wood,24,3,22,0.84,2023-07-22 03:55:38
4264,Carpet,26,4,20,1.21,2023-07-24 04:40:42
4265,Carpet,30,4,22,1.01,2023-07-20 21:33:33
4266,Wood,20,2,22,0.84,2023-07-22 06:43:58
4267,Tile,22,4,23,0.67,2023-07-20 09:52:38
4268,Tile,40,3,15,1.5,2023-07-22 07:48:10
4269,Wood,32,3,20,1.26,2023-07-22 08:39:56
4270,Wood,25,3,24,0.86,2023-07-23 06:31:48
4271,Wood,21,2,26,0.83,2023-07-20 11:30:12
4272,Tile,28,4,20,1.28,2023-07-22 11:52:04
4273,Wood,40,3,15,1.52,2023-07-23 23:48:16
4274,Tile,20,1,25,0.78,2023-07-22 07:27:32
4275,Concrete,28,5,23,1.25,2023-07-23 05:02:05
4276,Tile,20,3,31,1.12,2023-07-23 14:04:01
4277,Tile,24,5,30,0.74,2023-07-24 00:15:20
4278,Wood,33,3,21,1.43,2023-07-23 11:46:58
4279,Tile,21,4,28,0.72,2023-07-21 09:50:13
4280,Wood,36,4,25,0.82,2023-07-20 11:24:48
4281,Wood,37,1,15,1.59,2023-07-22 01:28:40
4282,Wood,27,5,30,0.83,2023-07-23 06:53:21
4283,Wood,22,3,31,0.81,2023-07-20 18:47:20
4284,Wood,29,5,23,0.93,2023-07-24 11:15:00
4285,Carpet,40,5,18,1.46,2023-07-23 23:39:29
4286,Wood,20,5,32,0.67,2023-07-20 12:34:23
4287,Wood,24,4,31,0.9,2023-07-22 01:44:53
4288,Carpet,21,2,25,0.83,2023-07-20 11:08:53
4289,Wood,23,1,24,0.95,2023-07-20 12:09:56
4290,Tile,24,3,22,0.84,2023-07-20 14:17:20
4291,Tile,23,3,24,1.28,2023-07-23 15:27:38
4292,Wood,26,2,23,0.8,2023-07-21 04:23:14
4293,Tile,24,1,16,1.19,2023-07-22 13:31:39
4294,Carpet,21,5,31,0.82,2023-07-24 11:15:00
4295,Tile,25,4,31,0.81,2023-07-20 17:58:10
4296,Wood,27,4,26,0.96,2023-07-24 02:47:49
4297,Wood,25,5,29,0.81,2023-07-23 17:31:21
4298,Carpet,30,4,17,0.91,2023-07-22 00:16:29
4299,Wood,27,4,28,0.76,2023-07-20 19:43:49
4300,Carpet,21,4,31,0.89,2023-07-22 15:42:40
4301,Tile,26,2,23,1.18,2023-07-21 23:08:05
4302,Carpet,25,5,29,1.28,2023-07-22 19:46:13
4303,Wood,32,4,26,1.21,2023-07-21 22:51:36
4304,Wood,25,4,31,0.98,2023-07-23 20:58:41
4305,Tile,20,3,31,0.77,2023-07-20 21:40:24
4306,Tile,32,3,18,1.36,2023-07-23 10:38:16
4307,Wood,22,3,21,0.71,2023-07-21 06:19:56
4308,Wood,20,4,29,0.72,2023-07-22 14:20:32
4309,Carpet,24,4,29,1.11,2023-07-22 01:09:40
4310,Carpet,30,3,21,1.28,2023-07-21 18:32:44
4311,Tile,29,3,21,1.14,2023-07-20 10:53:37
4312,Tile,31,3,25,1.31,2023-07-22 12:58:04
4313,Concrete,20,5,31,0.7,2023-07-23 22:16:59
4314,Wood,28,2,22,1.17,2023-07-21 07:07:31
4315,Tile,25,4,26,0.98,2023-07-23 01:26:11
4316,Wood,21,4,31,0.74,2023-07-24 02:43:36
4317,Tile,23,3,23,1.02,2023-07-21 22:16:27
4318,Concrete,28,2,23,1.59,2023-07-24 07:23:01
4319,Carpet,20,3,31,0.7,2023-07-21 17:36:34
4320,Wood,21,2,22,0.86,2023-07-21 09:53:55
4321,Carpet,27,3,25,0.97,2023-07-20 22:30:30
4322,Wood,30,2,19,0.89,2023-07-21 04:20:57
4323,Carpet,23,4,28,0.72,2023-07-20 10:19:25
4324,Wood,23,1,18,0.83,2023-07-20 09:36:18
4325,Carpet,22,5,31,0.68,2023-07-21 05:43:51
4326,Concrete,30,4,19,1.19,2023-07-22 18:46:23
4327,Wood,20,3,31,0.72,2023-07-23 22:48:41
4328,Carpet,24,5,27,0.83,2023-07-23 22:38:24
4329,Tile,22,4,30,0.74,2023-07-20 20:22:52
4330,Wood,21,3,30,0.73,2023-07-20 09:39:32
4331,Tile,20,3,29,0.87,2023-07-22 03:59:24
4332,Tile,37,2,17,1.45,2023-07-20 12:12:18
4333,Wood,29,3,25,1.21,2023-07-20 12:54:01
4334,Wood,33,2,15,1.08,2023-07-21 15:02:48
4335,Wood,36,2,16,1.47,2023-07-21 22:14:33
4336,Tile,21,2,28,0.9,2023-07-22 14:21:12
4337,Wood,26,5,27,0.73,2023-07-24 02:26:35
4338,Carpet,29,2,19,1.16,2023-07-20 18:35:24
4339,Tile,33,3,21,1.4,2023-07-21 20:10:09
4340,Carpet,27,5,26,1.01,2023-07-24 11:15:00
4341,Wood,20,5,25,0.67,2023-07-22 06:01:03
4342,Tile,26,4,27,1.02,2023-07-21 23:58:11
4343,Carpet,26,5,27,0.95,2023-07-22 21:24:58
4344,Wood,34,4,30,0.92,2023-07-20 10:16:45
4345,Tile,33,2,20,1.11,2023-07-20 13:00:16
4346,Tile,37,1,16,1.57,2023-07-22 08:29:09
4347,Carpet,35,2,18,1.53,2023-07-20 23:05:07
4348,Concrete,40,3,15,1.57,2023-07-21 17:20:23
4349,Carpet,26,3,19,1.09,2023-07-21 07:09:31
4350,Carpet,33,3,22,1.38,2023-07-23 09:34:43
4351,Concrete,23,4,23,1.4,2023-07-23 05:14:31
4352,Wood,40,4,19,1.33,2023-07-22 01:02:26
4353,Concrete,33,4,18,1.5,2023-07-22 08:19:14
4354,Carpet,36,3,16,1.53,2023-07-22 23:03:57
4355,Tile,21,5,32,0.69,2023-07-22 19:26:24
4356,Wood,24,2,24,1.05,2023-07-21 02:33:39
4357,Wood,27,5,28,0.81,2023-07-21 09:33:56
4358,Carpet,32,3,18,1.22,2023-07-23 19:23:50
4359,Tile,21,2,31,0.89,2023-07-21 06:54:04
4360,Wood,27,4,28,1.03,2023-07-23 06:17:28
4361,Concrete,20,4,30,0.84,2023-07-23 22:23:35
4362,Wood,20,5,31,0.73,2023-07-24 08:51:44
4363,Wood,33,2,21,1.35,2023-07-21 00:02:15
4364,Carpet,22,5,31,1.24,2023-07-23 07:50:22
4365,Carpet,21,3,27,0.73,2023-07-20 22:10:27
4366,Carpet,24,3,21,0.93,2023-07-20 13:08:51
4367,Wood,24,4,30,0.74,2023-07-21 08:46:21
4368,Wood,23,4,31,0.93,2023-07-22 08:27:55
4369,Carpet,21,4,32,0.71,2023-07-20 12:05:38
4370,Tile,20,2,31,0.67,2023-07-20 14:00:14
4371,Tile,25,4,31,0.86,2023-07-23 02:24:56
4372,Wood,40,4,16,1.41,2023-07-23 15:21:55
4373,Concrete,23,5,32,0.72,2023-07-22 18:25:03
4374,Tile,29,3,19,1.25,2023-07-22 05:29:07
4375,Tile,36,4,23,1.1,2023-07-22 03:10:21
4376,Carpet,21,3,27,1.37,2023-07-23 01:42:55
4377,Tile,20,5,32,0.68,2023-07-21 21:08:25
4378,Wood,38,5,27,1.39,2023-07-22 19:15:48
4379,Tile,24,3,18,0.87,2023-07-21 00:01:51
4380,Tile,22,4,29,0.76,2023-07-20 20:41:23
4381,Wood,40,3,17,1.54,2023-07-24 09:32:33
4382,Wood,27,2,17,1.13,2023-07-22 15:02:29
4383,Tile,30,5,27,0.99,2023-07-23 17:51:36
4384,Carpet,32,1,16,1.47,2023-07-22 05:34:03
4385,Carpet,20,3,31,0.68,2023-07-22 07:21:34
4386,Wood,34,2,18,1.43,2023-07-20 20:43:37
4387,Tile,36,2,17,1.55,2023-07-23 20:05:19
